Position,Const,Created,Modified,Description,Name,Known For,Birth Date
664,nm0006471,2016-12-14,2016-12-14,"Witness for the Prosecution, Come to the Stable",Elsa Lanchester,Witness for the Prosecution,1902-10-28
665,nm0486136,2016-12-14,2016-12-14,Peyton Place,Hope Lange,Death Wish,1933-11-28
666,nm0890215,2016-12-14,2016-12-14,Peyton Place,Diane Varsi,Peyton Place,1938-02-23
667,nm0000989,2016-12-14,2016-12-14,The King and I,Yul Brynner,The King and I,1920-07-11
668,nm0000015,2016-12-14,2016-12-14,"Giant, East of Eden",James Dean,East of Eden,1931-02-08
669,nm0000018,2016-12-14,2016-12-14,"Lust for Life, The Bad and the Beautiful, Champion",Kirk Douglas,Spartacus,1916-12-09
670,nm0001369,2016-12-14,2016-12-14,Giant,Rock Hudson,Giant,1925-11-17
671,nm0004647,2016-12-14,2016-12-14,Baby Doll,Carroll Baker,Baby Doll,1931-05-28
672,nm0446715,2016-12-14,2016-12-14,The Bad Seed,Nancy Kelly,The Bad Seed,1921-03-25
673,nm0614916,2016-12-14,2016-12-14,Bus Stop,Don Murray,Conquest of the Planet of the Apes,1929-07-31
674,nm0000578,2016-12-14,2016-12-14,Friendly Persuasion,Anthony Perkins,Psycho,1932-04-04
675,nm0821041,2016-12-14,2016-12-14,Written on the Wind,Robert Stack,To Be or Not to Be,1919-01-13
676,nm0540416,2016-12-14,2016-12-14,Written on the Wind,Dorothy Malone,Written on the Wind,1924-01-29
677,nm0242972,2016-12-14,2016-12-14,"Baby Doll, Death of a Salesman",Mildred Dunnock,The Trouble with Harry,1901-01-25
678,nm0564790,2016-12-14,2016-12-14,"Giant, All the King's Men",Mercedes McCambridge,Giant,1916-03-16
679,nm0566478,2016-12-14,2016-12-14,The Bad Seed,Patty McCormack,The Master,1945-08-21
680,nm0000308,2016-12-14,2016-12-14,Marty,Ernest Borgnine,Marty,1917-01-24
681,nm0000010,2016-12-14,2016-12-14,"Love Me or Leave Me, Yankee Doodle Dandy, Angels With Dirty Faces",James Cagney,Angels with Dirty Faces,1899-07-17
682,nm0000069,2016-12-14,2016-12-14,"The Man With the Golden Arm, From Here to Eternity",Frank Sinatra,The Manchurian Candidate,1915-12-12
683,nm0428354,2016-12-14,2016-12-14,"Love is a Many-Splendored Thing, Duel in the Sun, Love Letters, Since You Went Away, The Song of Bernadette",Jennifer Jones,The Towering Inferno,1919-03-02
684,nm0662223,2016-12-14,2016-12-14,"Interrupted Melody, Detective Story, Caged",Eleanor Parker,The Sound of Music,1922-06-26
685,nm0544064,2016-12-14,2016-12-14,Marty,Joe Mantell,Chinatown,1915-12-21
686,nm0886888,2016-12-14,2016-12-14,East of Eden,Jo Van Fleet,East of Eden,1915-12-29
687,nm0086198,2016-12-14,2016-12-14,Marty,Betsy Blair,Marty,1923-12-11
688,nm0498007,2016-12-14,2016-12-14,Pete Kelly's Blues,Peggy Lee,Lady and the Tramp,1920-05-26
689,nm0667542,2016-12-14,2016-12-14,The Rose Tattoo,Marisa Pavan,The Rose Tattoo,1932-06-19
690,nm0000007,2016-12-14,2016-12-14,"The African Queen, The Caine Mutiny, Casablanca",Humphrey Bogart,Casablanca,1899-12-25
691,nm0001078,2016-12-14,2016-12-14,"The Country Girl, The Bells of St. Mary's, Going My Way",Bing Crosby,White Christmas,1903-05-02
692,nm0641397,2016-12-14,2016-12-14,Adventures of Robinson Crusoe,Dan O'Herlihy,RoboCop,1919-05-01
693,nm0000038,2016-12-14,2016-12-14,"The Country Girl, Mogambo",Grace Kelly,Dial M for Murder,1929-11-12
694,nm0199268,2016-12-14,2016-12-14,Carmen Jones,Dorothy Dandridge,Porgy and Bess,1922-11-09
695,nm0943837,2016-12-14,2016-12-14,"Magnificent Obsession, The Blue Veil, Johnny Belinda, The Yearling",Jane Wyman,Falcon Crest,1917-01-05
696,nm0001500,2016-12-14,2016-12-14,"On the Waterfront, A Streetcar Named Desire",Karl Malden,On the Waterfront,1912-03-22
697,nm0876451,2016-12-14,2016-12-14,The Caine Mutiny,Tom Tully,The Caine Mutiny,1908-08-21
698,nm0001693,2016-12-14,2016-12-14,On the Waterfront,Eva Marie Saint,On the Waterfront,1924-07-04
699,nm0001225,2016-12-14,2016-12-14,Executive Suite,Nina Foch,An American in Paris,1924-04-20
700,nm0432827,2016-12-14,2016-12-14,Broken Lance,Katy Jurado,High Noon,1924-01-16
701,nm0012443,2016-12-14,2016-12-14,The High and the Mighty,Jan Sterling,Ace in the Hole,1921-04-03
702,nm0872456,2016-12-14,2016-12-14,"The High and the Mighty, Key Largo, Dead End",Claire Trevor,Key Largo,1910-03-08
703,nm0001257,2016-12-14,2016-12-14,Mogambo,Ava Gardner,The Night of the Iguana,1922-12-24
704,nm0573704,2016-12-14,2016-12-14,The Moon is Blue,Maggie McNamara,The Moon Is Blue,1928-06-18
705,nm0001121,2016-12-14,2016-12-14,Shane,Brandon De Wilde,Shane,1942-04-09
706,nm0833865,2016-12-14,2016-12-14,Stalag 17,Robert Strauss,Stalag 17,1913-11-08
707,nm0001656,2016-12-14,2016-12-14,From Here to Eternity,Donna Reed,It's a Wonderful Life,1921-01-27
708,nm0708081,2016-12-14,2016-12-14,"Torch Song, Primrose Path",Marjorie Rambeau,Tugboat Annie Sails Again,1889-07-15
709,nm0000011,2016-12-14,2016-12-14,"High Noon, For Whom the Bell Tolls, The Pride of the Yankees, Sergeant York, Mr. Deeds Goes to Town",Gary Cooper,High Noon,1901-05-07
710,nm0001207,2016-12-14,2016-12-14,"Moulin Rouge, Cyrano de Bergerac, Joan of Arc",José Ferrer,The Caine Mutiny,1912-01-08
711,nm0095804,2016-12-14,2016-12-14,Come Back Little Sheba,Shirley Booth,"Come Back, Little Sheba",1898-08-30
712,nm0001076,2016-12-14,2016-12-14,"Sudden Fear, Possessed, Mildred Pierce",Joan Crawford,What Ever Happened to Baby Jane?,1905-03-23
713,nm0364915,2016-12-14,2016-12-14,The Member of the Wedding,Julie Harris,The Haunting,1925-12-02
714,nm0402277,2016-12-14,2016-12-14,The Big Sky,Arthur Hunnicutt,El Dorado,1910-02-17
715,nm0572142,2016-12-14,2016-12-14,"The Quiet Man, The Informer",Victor McLaglen,The Quiet Man,1886-12-10
716,nm0002108,2016-12-14,2016-12-15,"The Bad and the Beautiful, Crossfire",Gloria Grahame,In a Lonely Place,1923-11-28
717,nm0353405,2016-12-14,2016-12-14,Singin' in the Rain,Jean Hagen,Singin' in the Rain,1923-08-03
718,nm0545376,2016-12-14,2016-12-14,Moulin Rouge,Colette Marchand,Moulin Rouge,1925-04-29
719,nm0601930,2016-12-14,2016-12-14,Come Back Little Sheba,Terry Moore,"Come Back, Little Sheba",1929-01-07
720,nm0545298,2016-12-14,2016-12-14,"Death of a Salesman, The Best Years of our Lives, A Star is Born, Dr. Jekyll and Mr. Hyde, The Royal Family of Broadway",Fredric March,Dr. Jekyll and Mr. Hyde,1897-08-31
721,nm0000046,2016-12-14,2016-12-14,"A Streetcar Named Desire, Gone With the Wind",Vivien Leigh,A Streetcar Named Desire,1913-11-05
722,nm0312890,2016-12-14,2016-12-14,Quo Vadis,Leo Genn,Quo Vadis,1905-08-09
723,nm0002994,2016-12-14,2016-12-14,Death of a Salesman,Kevin McCarthy,Invasion of the Body Snatchers,1914-02-15
724,nm0001375,2016-12-14,2016-12-14,A Streetcar Named Desire,Kim Hunter,A Streetcar Named Desire,1922-11-12
725,nm0000951,2016-12-14,2016-12-14,The Blue Veil,Joan Blondell,Grease,1906-08-30
726,nm0129894,2016-12-15,2016-12-15,The Magnificent Yankee,Louis Calhern,Duck Soup,1895-02-19
727,nm0391062,2016-12-15,2016-12-15,Born Yesterday,Judy Holliday,Born Yesterday,1921-06-21
728,nm0000879,2016-12-15,2016-12-15,"All About Eve, The Razor's Edge",Anne Baxter,All About Eve,1923-05-07
729,nm0841797,2016-12-15,2016-12-15,"Sunset Boulevard, The Trespasser, Sadie Thompson",Gloria Swanson,Sunset Blvd.,1899-03-27
730,nm0001695,2016-12-15,2016-12-15,All About Eve,George Sanders,All About Eve,1906-07-03
731,nm0001996,2016-12-15,2016-12-15,Broken Arrow,Jeff Chandler,Broken Arrow,1918-12-15
732,nm0350324,2016-12-15,2016-12-15,"Mister 880, Miracle on 34th Street",Edmund Gwenn,Miracle on 34th Street,1877-09-26
733,nm0415488,2016-12-15,2016-12-15,The Asphalt Jungle,Sam Jaffe,The Asphalt Jungle,1891-03-10
734,nm0002233,2016-12-15,2016-12-15,Sunset Boulevard,Erich von Stroheim,Sunset Blvd.,1885-09-22
735,nm0401449,2016-12-15,2016-12-15,Harvey,Josephine Hull,Harvey,1877-01-03
736,nm0256216,2016-12-15,2016-12-15,Caged,Hope Emerson,Caged,1897-10-29
737,nm0002141,2016-12-15,2016-12-15,"All About Eve, Come to the Stable, Gentleman's Agreement",Celeste Holm,All About Eve,1917-04-29
738,nm0647970,2016-12-15,2016-12-15,Sunset Boulevard,Nancy Olson,Sunset Blvd.,1928-07-14
739,nm0002024,2016-12-15,2016-12-15,All the King's Men,Broderick Crawford,All the King's Men,1911-12-09
740,nm0865262,2016-12-15,2016-12-15,The Hasty Heart,Richard Todd,The Hasty Heart,1919-06-11
741,nm0000014,2016-12-15,2016-12-15,"The Heiress, The Snake Pit, To Each His Own, Hold Back the Dawn, Gone With the Wind",Olivia de Havilland,The Heiress,1916-07-01
742,nm0002022,2016-12-15,2016-12-15,Pinky,Jeanne Crain,Pinky,1925-05-25
743,nm0949835,2016-12-15,2016-12-15,"Come to the Stable, The Farmer's Daughter",Loretta Young,The Stranger,1913-01-06
744,nm0415591,2016-12-15,2016-12-15,Twelve O'Clock High,Dean Jagger,Twelve O'Clock High,1903-11-07
745,nm0409869,2016-12-15,2016-12-15,All the King's Men,John Ireland,All the King's Men,1914-01-30
746,nm0000856,2016-12-15,2016-12-15,"Pinky, The Paradine Case, The Spiral Staircase, None but the Lonely Heart",Ethel Barrymore,None But the Lonely Heart,1879-08-15
747,nm0914083,2016-12-15,2016-12-15,Pinky,Ethel Waters,Cabin in the Sky,1896-10-31
748,nm0000817,2016-12-15,2016-12-15,Johnny Belinda,Lew Ayres,Holiday,1908-12-28
749,nm0197314,2016-12-15,2016-12-15,When My Baby Smiles at Me,Dan Dailey,The Governor & J.J.,1915-12-14
750,nm0916067,2016-12-15,2016-12-15,"Sitting Pretty, Laura, The Razor's Edge",Clifton Webb,Laura,1889-11-19
751,nm0002050,2016-12-15,2016-12-15,"I Remember mama, Love Affair, The Awful Truth, Theodora Goes Wild, Cimarron",Irene Dunne,The Awful Truth,1898-12-20
752,nm0001766,2016-12-15,2016-12-15,"Sorry Wrong Number, Double Indemnity, Stella Dallas, Ball of Fire",Barbara Stanwyck,Double Indemnity,1907-07-16
753,nm0404158,2016-12-15,2016-12-15,"The Treasure of the Sierra Madre, Yankee Doodle Dandy, The Devil and Daniel Webster, Dodsworth",Walter Huston,The Treasure of the Sierra Madre,1883-04-05
754,nm0001948,2016-12-15,2016-12-15,"Johnny Belinda, The Farmer's Daughter, The Song of Bernadette",Charles Bickford,A Star Is Born,1891-01-01
755,nm0393028,2016-12-15,2016-12-15,I Remember Mama,Oskar Homolka,The Seven Year Itch,1898-08-12
756,nm0000895,2016-12-15,2016-12-15,I Remember Mama,Barbara Bel Geddes,Vertigo,1922-10-31
757,nm0179289,2016-12-15,2016-12-15,I Remember Mama,Ellen Corby,The Waltons,1911-06-03
758,nm0172903,2016-12-15,2016-12-15,"A Double Life, Random Harvest, Bulldog Drummond/Condemned",Ronald Colman,Random Harvest,1891-02-09
759,nm0002092,2016-12-15,2016-12-15,"Body and Soul, Four Daughters",John Garfield,Four Daughters,1913-03-04
760,nm0001635,2016-12-15,2016-12-15,"Life With Father, My Man Godfrey, The Thin Man",William Powell,The Thin Man,1892-07-29
761,nm0714878,2016-12-15,2016-12-15,Mourning Becomes Electra,Michael Redgrave,The Lady Vanishes,1908-03-20
762,nm0570192,2016-12-15,2016-12-15,Gentleman's Agreement,Dorothy McGuire,Gentleman's Agreement,1916-06-14
763,nm0327089,2016-12-15,2016-12-15,Ride the Pink Horse,Thomas Gomez,Key Largo,1905-07-10
764,nm0752813,2016-12-15,2016-12-15,Crossfire,Robert Ryan,The Dirty Dozen,1909-11-11
765,nm0001847,2016-12-15,2016-12-15,Kiss of Death,Richard Widmark,Kiss of Death,1914-12-26
766,nm0537685,2016-12-15,2016-12-15,The Egg and I,Marjorie Main,Ma and Pa Kettle Back on the Farm,1890-02-24
767,nm0720843,2016-12-15,2016-12-15,"Gentleman's Agreement, National Velvet, The Song of Bernadette",Anne Revere,Gentleman's Agreement,1903-06-25
768,nm0662972,2016-12-15,2016-12-15,The Jolson Story,Larry Parks,The Jolson Story,1914-12-13
769,nm0424743,2016-12-15,2016-12-15,Brief Encounter,Celia Johnson,Brief Encounter,1908-12-18
770,nm0751174,2016-12-15,2016-12-15,The Best Years of Our Lives,Harold Russell,The Best Years of Our Lives,1914-01-14
771,nm0002013,2016-12-15,2016-12-15,"The Green Years, The More the Merrier, The Devil and Miss Jones",Charles Coburn,The More the Merrier,1877-06-19
772,nm0218131,2016-12-15,2016-12-15,The Jolson Story,William Demarest,Mr. Smith Goes to Washington,1892-02-27
773,nm0001647,2016-12-15,2016-12-15,"Notorious, Mr. Skeffington, Casablanca, Mr. Smith Goes to Washington",Claude Rains,Casablanca,1889-11-10
774,nm0001273,2016-12-15,2016-12-15,Duel in the Sun,Lillian Gish,The Night of the Hunter,1893-10-14
775,nm0733460,2016-12-15,2016-12-15,Saratoga Trunk,Flora Robson,Clash of the Titans,1902-03-28
776,nm0814216,2016-12-15,2016-12-15,"Anna and the King of Siam, Anthony Adverse",Gale Sondergaard,Anthony Adverse,1899-02-15
777,nm0001537,2016-12-15,2016-12-15,The Lost Weekend,Ray Milland,The Lost Weekend,1907-01-03
778,nm0000037,2016-12-15,2016-12-15,Anchors Aweigh,Gene Kelly,Singin' in the Rain,1912-08-23
779,nm0664273,2016-12-15,2016-12-15,A Song to Remember,Cornel Wilde,The Greatest Show on Earth,1912-10-13
780,nm0000074,2016-12-15,2016-12-15,Leave Her to Heaven,Gene Tierney,Laura,1920-11-19
781,nm0007223,2016-12-15,2016-12-15,A Tree Grows in Brooklyn,James Dunn,A Tree Grows in Brooklyn,1901-11-02
782,nm0155011,2016-12-15,2016-12-15,Spellbound,Michael Chekhov,Spellbound,1891-08-29
783,nm0197982,2016-12-15,2016-12-15,The Corn is Green,John Dall,Rope,1920-05-26
784,nm0521156,2016-12-15,2016-12-15,The Corn is Green,Joan Lorring,The Corn Is Green,1926-04-17
785,nm0000053,2016-12-15,2016-12-15,The Story of G.I. Joe,Robert Mitchum,Out of the Past,1917-08-06
786,nm0619798,2016-12-15,2016-12-15,"A Medal for Benny, Sahara",J. Carrol Naish,Sahara,1896-01-21
787,nm0000781,2016-12-15,2016-12-15,Mildred Pierce,Eve Arden,Our Miss Brooks,1908-04-30
788,nm0001955,2016-12-15,2016-12-15,Mildred Pierce,Ann Blyth,Mildred Pierce,1928-08-16
789,nm0280178,2016-12-15,2016-12-15,Going My Way,Barry Fitzgerald,The Quiet Man,1888-03-10
790,nm0000026,2016-12-15,2016-12-15,"None But the Lonely Heart, Penny Serenade",Cary Grant,Charade,1904-01-18
791,nm0461594,2016-12-15,2016-12-15,Wilson,Alexander Knox,Wilson,1907-01-16
792,nm0001055,2016-12-15,2016-12-15,"Since You Went Away, It Happened One Night, Private Worlds",Claudette Colbert,It Happened One Night,1903-09-13
793,nm0002025,2016-12-15,2016-12-15,The Seventh Cross,Hume Cronyn,Cocoon,1911-07-18
794,nm0941253,2016-12-15,2016-12-15,"The Pied Piper, Since You Went Away",Monty Woolley,The Pied Piper,1888-08-17
795,nm0533956,2016-12-15,2016-12-15,Dragon Seed,Aline MacMahon,Kind Lady,1899-05-03
796,nm0510134,2016-12-15,2016-12-15,Watch on the Rhine,Paul Lukas,Watch on the Rhine,1895-05-26
797,nm0682074,2016-12-15,2016-12-15,"Madame Curie, Mrs. Miniver",Walter Pidgeon,Forbidden Planet,1897-09-23
798,nm0000795,2016-12-15,2016-12-15,The More the Merrier,Jean Arthur,Mr. Smith Goes to Washington,1900-10-17
799,nm0000021,2016-12-15,2016-12-15,"The Constant Nymph, Rebecca, Suspicion",Joan Fontaine,Suspicion,1917-10-22
800,nm0848667,2016-12-15,2016-12-15,"For Whom the Bell Tolls, The General Died at Dawn",Akim Tamiroff,Touch of Evil,1899-10-29
801,nm0668093,2016-12-15,2016-12-15,For Whom the Bell Tolls,Katina Paxinou,For Whom the Bell Tolls,1900-12-17
802,nm0002104,2016-12-15,2016-12-15,So Proudly We Hail!,Paulette Goddard,Modern Times,1910-06-03
803,nm0914778,2016-12-15,2016-12-15,Watch on the Rhine,Lucile Watson,Watch on the Rhine,1879-05-27
804,nm0942863,2016-12-15,2016-12-15,"The Pride of the Yankees, Mrs. Miniver, The Little Foxes",Teresa Wright,Shadow of a Doubt,1918-10-27
805,nm0001336,2016-12-15,2016-12-15,Johnny Eager,Van Heflin,Shane,1908-12-13
806,nm0000904,2016-12-15,2016-12-15,Wake Island,William Bendix,Lifeboat,1906-01-14
807,nm0604656,2016-12-15,2016-12-15,"Tortilla Flat, The Affairs of Cellini",Frank Morgan,The Wizard of Oz,1890-06-01
808,nm0871287,2016-12-15,2016-12-15,Mrs. Miniver,Henry Travers,It's a Wonderful Life,1874-03-05
809,nm0676688,2016-12-15,2016-12-15,Random Harvest,Susan Peters,Random Harvest,1921-07-03
810,nm0926599,2016-12-15,2016-12-15,"Night Must Fall, Mrs. Miniver",May Whitty,The Lady Vanishes,1865-06-19
811,nm0599910,2016-12-15,2016-12-15,"Here Comes Mr. Jordan, Night Must Fall",Robert Montgomery,Night Must Fall,1904-05-21
812,nm0000080,2016-12-15,2016-12-15,Citizen Kane,Orson Welles,Citizen Kane,1915-05-06
813,nm0187981,2016-12-15,2016-12-15,How Green Was My Valley,Donald Crisp,How Green Was My Valley,1882-07-27
814,nm0000974,2016-12-15,2016-12-15,"Sergeant York, The Westerner, Kentucky, Come and Get It",Walter Brennan,The Westerner,1894-07-25
815,nm0322299,2016-12-15,2016-12-15,Here Comes Mr. Jordan,James Gleason,Here Comes Mr. Jordan,1882-05-23
816,nm0002113,2016-12-15,2016-12-15,The Maltese Falcon,Sydney Greenstreet,The Maltese Falcon,1879-12-27
817,nm0000802,2016-12-15,2016-12-15,The Great Lie,Mary Astor,The Maltese Falcon,1906-05-03
818,nm0021329,2016-12-15,2016-12-15,How Green Was My Valley,Sara Allgood,How Green Was My Valley,1880-10-30
819,nm0172048,2016-12-15,2016-12-15,The Little Foxes,Patricia Collinge,Shadow of a Doubt,1892-09-20
820,nm0943618,2016-12-15,2016-12-15,Sergeant York,Margaret Wycherly,White Heat,1881-10-26
821,nm0000122,2016-12-15,2016-12-15,The Great Dictator,Charles Chaplin,The Great Dictator,1889-04-16
822,nm0557339,2016-12-15,2016-12-15,Abe Lincoln in Illinois,Raymond Massey,Arsenic and Old Lace,1896-08-30
823,nm0001677,2016-12-15,2016-12-15,Kitty Foyle,Ginger Rogers,Kitty Foyle,1911-07-16
824,nm0779549,2016-12-15,2016-12-15,Our Town,Martha Scott,The Ten Commandments,1912-09-22
825,nm0060168,2016-12-15,2016-12-15,Foreign Correspondent,Albert Bassermann,Foreign Correspondent,1867-09-07
826,nm0307326,2016-12-15,2016-12-15,They Knew What They Wanted,William Gargan,The Story of Temple Drake,1905-07-17
827,nm0642988,2016-12-15,2016-12-15,The Great Dictator,Jack Oakie,The Great Dictator,1903-11-12
828,nm0827263,2016-12-15,2016-12-15,The Letter,James Stephenson,The Letter,1889-04-14
829,nm0002034,2016-12-15,2016-12-15,The Grapes of Wrath,Jane Darwell,The Grapes of Wrath,1879-10-15
830,nm0000752,2016-12-15,2016-12-15,Rebecca,Judith Anderson,Rebecca,1897-02-10
831,nm0404046,2016-12-15,2016-12-15,The Philadelphia Story,Ruth Hussey,The Philadelphia Story,1911-10-30
832,nm0641966,2016-12-15,2016-12-15,All This and Heaven Too,Barbara O'Neil,Gone with the Wind,1910-07-17
833,nm0232196,2016-12-15,2016-12-15,"Goodbye Mr. Chips, The Citadel",Robert Donat,The 39 Steps,1905-03-18
834,nm0000022,2016-12-15,2016-12-15,"Gone With the Wind, Mutiny on the Bounty, It Happened One Night",Clark Gable,It Happened One Night,1901-02-01
835,nm0001256,2016-12-15,2016-12-15,"Ninotchka, Camille, Anna Christie/Romance",Greta Garbo,Ninotchka,1905-09-18
836,nm0593775,2016-12-15,2016-12-15,"Stagecoach, The Hurricane",Thomas Mitchell,Stagecoach,1892-07-11
837,nm0000731,2016-12-15,2016-12-15,Juarez,Brian Aherne,A Night to Remember,1902-05-02
838,nm0002503,2016-12-15,2016-12-15,Mr. Smith Goes to Washington,Harry Carey,Mr. Smith Goes to Washington,1878-01-16
839,nm0002046,2016-12-15,2016-12-15,Beau Geste,Brian Donlevy,Beau Geste,1901-02-09
840,nm0567408,2016-12-15,2016-12-15,Gone With the Wind,Hattie McDaniel,Gone with the Wind,1893-06-10
841,nm0280242,2016-12-15,2016-12-15,Wuthering Heights,Geraldine Fitzgerald,Dark Victory,1913-11-24
842,nm0646829,2016-12-15,2016-12-15,Drums Along the Mohawk,Edna May Oliver,"The Personal History, Adventures, Experience, & Observation of David Copperfield the Younger",1883-11-09
843,nm0653642,2016-12-15,2016-12-15,"Love Affair, Dodsworth",Maria Ouspenskaya,The Wolf Man,1876-07-29
844,nm0001366,2016-12-15,2016-12-15,"Pygmalion, Berkeley Square",Leslie Howard,Pygmalion,1893-04-03
845,nm0790454,2016-12-15,2016-12-15,"Marie Antoinette, Romeo and Juliet, The Barretts of Wimpole Street, A Free Soul, The Divorcee, Their Own Desire",Norma Shearer,The Divorcee,1902-08-10
846,nm0837925,2016-12-15,2016-12-15,Three Comrades,Margaret Sullavan,The Shop Around the Corner,1909-05-16
847,nm0516876,2016-12-15,2016-12-15,Algiers,Gene Lockhart,His Girl Friday,1891-07-18
848,nm0605923,2016-12-15,2016-12-15,Marie Antoinette,Robert Morley,The African Queen,1908-05-26
849,nm0001651,2016-12-15,2016-12-15,"If I Were King, Romeo and Juliet",Basil Rathbone,The Adventures of Robin Hood,1892-06-13
850,nm0094135,2016-12-15,2016-12-15,"Of Human Hearts, The Gorgeous Hussy",Beulah Bondi,It's a Wonderful Life,1889-05-03
851,nm0000992,2016-12-15,2016-12-15,Merrily We Live,Billie Burke,The Wizard of Oz,1884-08-07
852,nm0001981,2016-12-15,2016-12-15,You Can't Take It With You,Spring Byington,You Can't Take It with You,1886-10-17
853,nm0466295,2016-12-15,2016-12-15,The Great Waltz,Miliza Korjus,The Great Waltz,1909-08-18
854,nm0707023,2016-12-15,2016-12-15,"The Good Earth, The Great Ziegfeld",Luise Rainer,The Great Ziegfeld,1910-01-12
855,nm0310980,2016-12-15,2016-12-15,"A Star is Born, 7th Heaven/Sunrise/Street Angel",Janet Gaynor,A Star Is Born,1906-10-06
856,nm0771584,2016-12-15,2016-12-15,The Life of Emile Zola,Joseph Schildkraut,The Shop Around the Corner,1896-03-22
857,nm0000897,2016-12-15,2016-12-15,The Awful Truth,Ralph Bellamy,Trading Places,1904-06-17
858,nm0912478,2016-12-15,2016-12-15,Lost Horizon,H.B. Warner,It's a Wonderful Life,1876-10-26
859,nm0950019,2016-12-15,2016-12-15,Topper,Roland Young,Topper,1887-11-11
860,nm0103567,2016-12-15,2016-12-15,"In Old Chicago, My Man Godfrey",Alice Brady,My Man Godfrey,1892-11-02
861,nm0498571,2016-12-15,2016-12-15,Stage Door,Andrea Leeds,Stage Door,1914-08-14
862,nm0794297,2016-12-15,2016-12-15,Stella Dallas,Anne Shirley,"Murder, My Sweet",1918-04-17
863,nm0313438,2016-12-15,2016-12-15,Valiant is the Word for Carrie,Gladys George,The Roaring Twenties,1900-09-13
864,nm0001479,2016-12-15,2016-12-15,My Man Godfrey,Carole Lombard,To Be or Not to Be,1908-10-06
865,nm0041681,2016-12-15,2016-12-15,My Man Godfrey,Mischa Auer,My Man Godfrey,1905-11-17
866,nm0260020,2016-12-15,2016-12-15,Pigskin Parade,Stuart Erwin,Pigskin Parade,1903-02-14
867,nm0335748,2016-12-15,2016-12-15,These Three,Bonita Granville,"Now, Voyager",1923-02-02
868,nm0867144,2016-12-15,2016-12-15,Mutiny on the Bounty,Franchot Tone,Dangerous,1905-02-27
869,nm0074949,2016-12-15,2016-12-15,Escape Me Never,Elisabeth Bergner,The Rise of Catherine the Great,1897-08-22
870,nm0394244,2016-12-15,2016-12-15,Becky Sharp,Miriam Hopkins,The Heiress,1902-10-18
871,nm0643353,2016-12-15,2016-12-15,The Dark Angel,Merle Oberon,Wuthering Heights,1911-02-19
872,nm0601254,2016-12-15,2016-12-15,One Night of Love,Grace Moore,One Night of Love,1898-12-05
873,nm0944087,2016-12-15,2016-12-15,Cavalcade,Diana Wynyard,Cavalcade,1906-01-16
874,nm0733480,2016-12-15,2016-12-15,Lady for a Day,May Robson,Bringing Up Baby,1858-04-19
875,nm0000891,2016-12-15,2016-12-15,"The Champ, The Big House",Wallace Beery,A Date with Judy,1885-04-01
876,nm0526795,2016-12-15,2016-12-15,The Guardsman,Alfred Lunt,The Magnificent Yankee,1892-08-12
877,nm0237597,2016-12-15,2016-12-15,"Emma, Min and Bill",Marie Dressler,Dinner at Eight,1868-11-09
878,nm0285007,2016-12-15,2016-12-15,The Guardsman,Lynn Fontanne,The Magnificent Yankee,1887-12-06
879,nm0000859,2016-12-15,2016-12-15,A Free Soul,Lionel Barrymore,You Can't Take It with You,1878-04-28
880,nm0178114,2016-12-15,2016-12-15,Skippy,Jackie Cooper,Superman,1922-09-15
881,nm0228715,2016-12-15,2016-12-15,Cimarron,Richard Dix,Cimarron,1893-07-18
882,nm0579663,2016-12-15,2016-12-15,The Front Page,Adolphe Menjou,Paths of Glory,1890-02-18
883,nm0000017,2016-12-15,2016-12-15,Morocco,Marlene Dietrich,Witness for the Prosecution,1901-12-27
884,nm0362267,2016-12-15,2016-12-15,Holiday,Ann Harding,When Ladies Meet,1902-08-07
885,nm0002183,2016-12-15,2016-12-15,"Disraeli, The Green Goddess",George Arliss,Disraeli,1868-04-10
886,nm0002001,2016-12-15,2016-12-15,The Big Pond/The Love Parade,Maurice Chevalier,Gigi,1888-09-12
887,nm0862546,2016-12-15,2016-12-15,The Rogue Song,Lawrence Tibbett,The Cuban Love Song,1896-11-16
888,nm0007216,2016-12-15,2016-12-15,The Devil's Holiday,Nancy Carroll,The Kiss Before the Mirror,1903-11-19
889,nm0154183,2016-12-15,2016-12-15,"Sarah and Son, Madame X",Ruth Chatterton,Dodsworth,1892-12-24
890,nm0062828,2016-12-15,2016-12-15,In Old Arizona,Warner Baxter,Penthouse,1889-03-29
891,nm0051628,2016-12-15,2016-12-15,Thunderbolt,George Bancroft,Stagecoach,1882-09-30
892,nm0606431,2016-12-15,2016-12-15,Alibi,Chester Morris,Tomorrow at Seven,1901-02-16
893,nm0832011,2016-12-15,2016-12-15,The Patriot,Lewis Stone,The Mask of Fu Manchu,1879-11-15
894,nm0681933,2016-12-15,2016-12-15,Coquette,Mary Pickford,Coquette,1892-04-08
895,nm0173993,2016-12-15,2016-12-15,The Barker,Betty Compson,Street Girl,1897-03-19
896,nm0247074,2016-12-15,2016-12-15,The Letter,Jeanne Eagels,The Letter,1890-06-26
897,nm0341464,2016-12-15,2016-12-15,The Divine Lady,Corinne Griffith,The Divine Lady,1894-11-21
898,nm0522281,2016-12-15,2016-12-15,The Broadway Melody,Bessie Love,The Broadway Melody,1898-09-10
899,nm0417837,2016-12-15,2016-12-15,The Last Command/The Way of All Flesh,Emil Jannings,The Last Command,1884-07-23
